IATA_CODE,ICAO_CODE,APT_NAME,APT_CAT,FAA_ROLE,STATE,CITY_SERVED
,,Canton-Plymouth-Mettetal Airport (Canton-Plymouth Mettetal Airport),Reliever airports,R,Michigan,Plymouth / Canton
PTK,KPTK,Oakland County International Airport,Reliever airports,R,Michigan,Pontiac
PHN,KPHN,St. Clair County International Airport,Reliever airports,R,Michigan,Port Huron
,,Romeo State Airport,Reliever airports,R,Michigan,Romeo
,KVLL,Oakland/Troy Airport,Reliever airports,R,Michigan,Troy
ADG,KADG,Lenawee County Airport,General aviation airports,GA,Michigan,Adrian
,,Padgham Field,General aviation airports,GA,Michigan,Allegan
AMN,KAMN,Gratiot Community Airport,General aviation airports,GA,Michigan,Alma
ARB,KARB,Ann Arbor Municipal Airport,General aviation airports,GA,Michigan,Ann Arbor
,,Atlanta Municipal Airport,General aviation airports,GA,Michigan,Atlanta
,KBAX,Huron County Memorial Airport,General aviation airports,GA,Michigan,Bad Axe
BTL,KBTL,Battle Creek Executive Airport (Kellogg Field),General aviation airports,GA,Michigan,Battle Creek
,,James Clements Municipal Airport,General aviation airports,GA,Michigan,Bay City
,KSJX,Beaver Island Airport,General aviation airports,GA,Michigan,Beaver Island (St. James)
ACB,KACB,Antrim County Airport,General aviation airports,GA,Michigan,Bellaire
BEH,KBEH,Southwest Michigan Regional Airport,General aviation airports,GA,Michigan,Benton Harbor
WBR,KRQB,Roben-Hood Airport,General aviation airports,GA,Michigan,Big Rapids
,,Bois Blanc Island Airport (Bois Blanc Airport),General aviation airports,GA,Michigan,Bois Blanc Island
CAD,KCAD,Wexford County Airport,General aviation airports,GA,Michigan,Cadillac
,KCFS,Tuscola Area Airport,General aviation airports,GA,Michigan,Caro
,KCVX,Charlevoix Municipal Airport,General aviation airports,GA,Michigan,Charlevoix
,KFPK,Fitch H. Beach Airport,General aviation airports,GA,Michigan,Charlotte
,KSLH,Cheboygan County Airport,General aviation airports,GA,Michigan,Cheboygan
,,Clare Municipal Airport,General aviation airports,GA,Michigan,Clare
,KOEB,Branch County Memorial Airport,General aviation airports,GA,Michigan,Coldwater
DET,KDET,Coleman A. Young Municipal Airport (was Detroit City),General aviation airports,GA,Michigan,Detroit
YIP,KYIP,Willow Run Airport,General aviation airports,GA,Michigan,Detroit / Ypsilanti
,,Dowagiac Municipal Airport,General aviation airports,GA,Michigan,Dowagiac
DRE,KDRM,Drummond Island Airport,General aviation airports,GA,Michigan,Drummond Island
,,Evart Municipal Airport,General aviation airports,GA,Michigan,Evart
,KFKS,Frankfort Dow Memorial Field,General aviation airports,GA,Michigan,Frankfort
,KFFX,Fremont Municipal Airport,General aviation airports,GA,Michigan,Fremont
GLR,KGLR,Gaylord Regional Airport (Otsego County Airport),General aviation airports,GA,Michigan,Gaylord
GDW,KGDW,Gladwin Zettel Memorial Airport,General aviation airports,GA,Michigan,Gladwin
,,Grand Haven Memorial Airpark,General aviation airports,GA,Michigan,Grand Haven
,,Abrams Municipal Airport,General aviation airports,GA,Michigan,Grand Ledge
,KGOV,Grayling Army Airfield,General aviation airports,GA,Michigan,Grayling
,,Greenville Municipal Airport,General aviation airports,GA,Michigan,Greenville
,KMGN,Harbor Springs Airport (Harbor Springs Municipal),General aviation airports,GA,Michigan,Harbor Springs
,,Oceana County Airport,General aviation airports,GA,Michigan,Hart / Shelby
,,Hastings Airport (was Hastings City/Barry County),General aviation airports,GA,Michigan,Hastings
,KJYM,Hillsdale Municipal Airport,General aviation airports,GA,Michigan,Hillsdale
,KBIV,West Michigan Regional Airport (was Tulip City Airport),General aviation airports,GA,Michigan,Holland
HTL,KHTL,Roscommon County - Blodgett Memorial Airport,General aviation airports,GA,Michigan,Houghton Lake
,,Ionia County Airport,General aviation airports,GA,Michigan,Ionia
JXN,KJXN,Jackson County Airport (Reynolds Field),General aviation airports,GA,Michigan,Jackson
,,Lakeview Airport (Griffith Field),General aviation airports,GA,Michigan,Lakeview
,KDUH,Toledo Suburban Airport,General aviation airports,GA,Michigan,Lambertville
,,Dupont-Lapeer Airport,General aviation airports,GA,Michigan,Lapeer
LDM,KLDM,Mason County Airport,General aviation airports,GA,Michigan,Ludington
MCD,KMCD,Mackinac Island Airport,General aviation airports,GA,Michigan,Mackinac Island
ISQ,KISQ,Schoolcraft County Airport,General aviation airports,GA,Michigan,Manistique
,,Marlette Township Airport,General aviation airports,GA,Michigan,Marlette
,KRMY,Brooks Field,General aviation airports,GA,Michigan,Marshall
,KTEW,Mason Jewett Field,General aviation airports,GA,Michigan,Mason
MNM,KMNM,Menominee Regional Airport,General aviation airports,GA,Michigan,Menominee
,KIKW,Jack Barstow Airport (Jack Barstow Municipal),General aviation airports,GA,Michigan,Midland
,,Oscoda County Dennis Kauffman Memorial Airport,General aviation airports,GA,Michigan,Mio
,KTTF,Custer Airport (Monroe Custer Airport),General aviation airports,GA,Michigan,Monroe
MOP,KMOP,Mount Pleasant Municipal Airport,General aviation airports,GA,Michigan,Mount Pleasant
,KERY,Luce County Airport,General aviation airports,GA,Michigan,Newberry
NLE,,Jerry Tyler Memorial Airport,General aviation airports,GA,Michigan,Niles
,KOGM,Ontonagon County Airport (Schuster Field),General aviation airports,GA,Michigan,Ontonagon
OSC,KOSC,Oscoda-Wurtsmith Airport,General aviation airports,GA,Michigan,Oscoda
,KRNP,Owosso Community Airport,General aviation airports,GA,Michigan,Owosso
,KPZQ,Presque Isle County Airport,General aviation airports,GA,Michigan,Rogers City
,KHYX,Saginaw County H.W. Browne Airport,General aviation airports,GA,Michigan,Saginaw
,,Mackinac County Airport,General aviation airports,GA,Michigan,St. Ignace
,,Sandusky City Airport,General aviation airports,GA,Michigan,Sandusky
,KLWA,South Haven Area Regional Airport,General aviation airports,GA,Michigan,South Haven
,,Paul C. Miller-Sparta Airport,General aviation airports,GA,Michigan,Sparta
IRS,KIRS,Kirsch Municipal Airport,General aviation airports,GA,Michigan,Sturgis
HAI,KHAI,Three Rivers Municipal Dr. Haines Airport,General aviation airports,GA,Michigan,Three Rivers
,,West Branch Community Airport,General aviation airports,GA,Michigan,West Branch
,,White Cloud Airport,General aviation airports,GA,Michigan,White Cloud
,,Avoca Airport (was Rasor Airport),Other public-use airports (not listed in NPIAS),,Michigan,Avoca
,,Engler Field,Other public-use airports (not listed in NPIAS),,Michigan,Bad Axe
,,Baldwin Municipal Airport,Other public-use airports (not listed in NPIAS),,Michigan,Baldwin
,,Shady Lawn Field (Shady Lawn Farms),Other public-use airports (not listed in NPIAS),,Michigan,Bannister
,,University Airpark,Other public-use airports (not listed in NPIAS),,Michigan,Bath
,,Belleville Airport,Other public-use airports (not listed in NPIAS),,Michigan,Belleville
,,Andrews University Airpark,Other public-use airports (not listed in NPIAS),,Michigan,Berrien Springs
,,Betz Airport,Other public-use airports (not listed in NPIAS),,Michigan,Blissfield
,,Boyne City Municipal Airport,Other public-use airports (not listed in NPIAS),,Michigan,Boyne City
,KBFA,Boyne Mountain Airport,Other public-use airports (not listed in NPIAS),,Michigan,Boyne Falls
,,Brighton Airport,Other public-use airports (not listed in NPIAS),,Michigan,Brighton
,,Shamrock Field,Other public-use airports (not listed in NPIAS),,Michigan,Brooklyn
,,Buzzwick Airport (Buzz Wick Airport) (was Wickenheiser Airport),Other public-use airports (not listed in NPIAS),,Michigan,Carleton
,,Wend Valley Airport,Other public-use airports (not listed in NPIAS),,Michigan,Charlotte
,,Hoffman's Black Mountain Aerodrome,Other public-use airports (not listed in NPIAS),,Michigan,Cheboygan
,,Howard Nixon Memorial Airport,Other public-use airports (not listed in NPIAS),,Michigan,Chesaning
,,Honey Acres Airport,Other public-use airports (not listed in NPIAS),,Michigan,Clinton
,,Alkay Airport,Other public-use airports (not listed in NPIAS),,Michigan,Clio
,,Millstream Airpark,Other public-use airports (not listed in NPIAS),,Michigan,Corunna
,,Arnold Field,Other public-use airports (not listed in NPIAS),,Michigan,Croswell
,,Iron County Airport,Other public-use airports (not listed in NPIAS),,Michigan,Crystal Falls
,,Cackleberry Airport,Other public-use airports (not listed in NPIAS),,Michigan,Dexter
,,East Jordan City Airport,Other public-use airports (not listed in NPIAS),,Michigan,East Jordan
ECA,,Iosco County Airport,Other public-use airports (not listed in NPIAS),,Michigan,East Tawas
,,Torchport Airport (Torchport Airpark),Other public-use airports (not listed in NPIAS),,Michigan,Eastport
,,Skyway Estates Airport,Other public-use airports (not listed in NPIAS),,Michigan,Eaton Rapids
,,Hamp Airport (Hamp Skyport),Other public-use airports (not listed in NPIAS),,Michigan,Elwell
,,Sharpe's Strip,Other public-use airports (not listed in NPIAS),,Michigan,Emmett
,,William B. Bolton Airport,Other public-use airports (not listed in NPIAS),,Michigan,Empire
,,Dalton Airport,Other public-use airports (not listed in NPIAS),,Michigan,Flushing
,,Maple Grove Airport,Other public-use airports (not listed in NPIAS),,Michigan,Fowlerville
,,W.M. 'Tiny' Zehnder Field,Other public-use airports (not listed in NPIAS),,Michigan,Frankenmuth
,,Flying-A-Ranch Airport,Other public-use airports (not listed in NPIAS),,Michigan,Fruitport
,,Lakes of the North Airport,Other public-use airports (not listed in NPIAS),,Michigan,Gaylord
,,Duford Field,Other public-use airports (not listed in NPIAS),,Michigan,Genesee
,,Sugar Springs Airpark,Other public-use airports (not listed in NPIAS),,Michigan,Gladwin
,,Grand Marais Airport,Other public-use airports (not listed in NPIAS),,Michigan,Grand Marais
,,Richmond Field,Other public-use airports (not listed in NPIAS),,Michigan,Gregory
,,Field of Dreams Airport,Other public-use airports (not listed in NPIAS),,Michigan,Hale
,,Eagles Landing Airport,Other public-use airports (not listed in NPIAS),,Michigan,Harrietta
,,Clare County Airport,Other public-use airports (not listed in NPIAS),,Michigan,Harrison
,,Harrisville Airport (Harrisville City Airport),Other public-use airports (not listed in NPIAS),,Michigan,Harrisville
,,Harsens Island Airport,Other public-use airports (not listed in NPIAS),,Michigan,Harsens Island
,,Albert J. Lindberg Airport,Other public-use airports (not listed in NPIAS),,Michigan,Hessel
,,Hillman Airport,Other public-use airports (not listed in NPIAS),,Michigan,Hillman
,,Houghton Lake State Airport,Other public-use airports (not listed in NPIAS),,Michigan,Houghton Lake Heights
,,Raether Airport,Other public-use airports (not listed in NPIAS),,Michigan,Howell
,,Aeronut Park Balloonport,Other public-use airports (not listed in NPIAS),,Michigan,Howell
,,Campbell-Pratt Airport,Other public-use airports (not listed in NPIAS),,Michigan,Indian River
,,Green Lake Airport (Green Lake Township Airport),Other public-use airports (not listed in NPIAS),,Michigan,Interlochen
,,Stambaugh Airport,Other public-use airports (not listed in NPIAS),,Michigan,Iron River
,,Edward F Johnson Airport,Other public-use airports (not listed in NPIAS),,Michigan,Ishpeming
,,Riverview Airport,Other public-use airports (not listed in NPIAS),,Michigan,Jenison
,,Newman's Airport,Other public-use airports (not listed in NPIAS),,Michigan,Kalamazoo
,,Kalkaska City Airport (Kalkaska Airport),Other public-use airports (not listed in NPIAS),,Michigan,Kalkaska
,,Wilderness Airpark,Other public-use airports (not listed in NPIAS),,Michigan,Kent City
,,Dennis Farms Airport,Other public-use airports (not listed in NPIAS),,Michigan,Laingsburg
,,Home Acres Sky Ranch Airport,Other public-use airports (not listed in NPIAS),,Michigan,Lake City
,,Lake Isabella - Cal Brewer Memorial Airport (was Lake Isabella Airpark),Other public-use airports (not listed in NPIAS),,Michigan,Lake Isabella
,,Garland Airport (Eagle II Airport),Other public-use airports (not listed in NPIAS),,Michigan,Lewiston
,,Flugplatz Airport,Other public-use airports (not listed in NPIAS),,Michigan,Lexington
,,"Milwrick Flying ""M"" Airport (was Flying ""M"" Ranch Airport)",Other public-use airports (not listed in NPIAS),,Michigan,Lincoln
,,Price's Airport,Other public-use airports (not listed in NPIAS),,Michigan,Linden
,,Lowell City Airport,Other public-use airports (not listed in NPIAS),,Michigan,Lowell
,,Lost Creek Airport,Other public-use airports (not listed in NPIAS),,Michigan,Luzerne
,,Mancelona Municipal Airport,Other public-use airports (not listed in NPIAS),,Michigan,Mancelona
,,Rossettie Airport,Other public-use airports (not listed in NPIAS),,Michigan,Manchester
,,Marine City Airport,Other public-use airports (not listed in NPIAS),,Michigan,Marine City
,,Canadian Lakes Airport,Other public-use airports (not listed in NPIAS),,Michigan,Mecosta
,,Mecosta Morton Airport (Mecosta-Morton Airport),Other public-use airports (not listed in NPIAS),,Michigan,Mecosta
,,Moorestown Airpark,Other public-use airports (not listed in NPIAS),,Michigan,Moorestown
,,Hanley Field,Other public-use airports (not listed in NPIAS),,Michigan,Munising
,,Napoleon Airport,Other public-use airports (not listed in NPIAS),,Michigan,Napoleon
,,Van Wagnen Airport (was Day Field),Other public-use airports (not listed in NPIAS),,Michigan,Napoleon
,,Wolf Lake Airport,Other public-use airports (not listed in NPIAS),,Michigan,Napoleon
,,Woolsey Memorial Airport,Other public-use airports (not listed in NPIAS),,Michigan,Northport
,,Jablonski Airport,Other public-use airports (not listed in NPIAS),,Michigan,Nunica
,,Hat Field (Hatfield Airport),Other public-use airports (not listed in NPIAS),,Michigan,Nunica
,,Triple H Airport,Other public-use airports (not listed in NPIAS),,Michigan,Parchment
,,Almena Airport,Other public-use airports (not listed in NPIAS),,Michigan,Paw Paw
,,Gross Airport,Other public-use airports (not listed in NPIAS),,Michigan,Pinconning
,,Plainwell Municipal Airport,Other public-use airports (not listed in NPIAS),,Michigan,Plainwell
,,Grindstone Air Harbor Airport,Other public-use airports (not listed in NPIAS),,Michigan,Port Austin
,,Walle Field (Walle Airfield),Other public-use airports (not listed in NPIAS),,Michigan,Pullman
,,Ray Community Airport,Other public-use airports (not listed in NPIAS),,Michigan,Ray
RCT,KRCT,Nartron Field,Other public-use airports (not listed in NPIAS),,Michigan,Reed City
,,Wells Airport,Other public-use airports (not listed in NPIAS),,Michigan,Rockford
,,Roscommon Conservation Airport,Other public-use airports (not listed in NPIAS),,Michigan,Roscommon
,,David's Landing Airport,Other public-use airports (not listed in NPIAS),,Michigan,St. Clair
,,St. Helen Airport,Other public-use airports (not listed in NPIAS),,Michigan,St. Helen
,,Glowacki Airport,Other public-use airports (not listed in NPIAS),,Michigan,St. Johns
,,Schiffer Acres Airport,Other public-use airports (not listed in NPIAS),,Michigan,St. Johns
,,Tripp Creek Airport,Other public-use airports (not listed in NPIAS),,Michigan,St. Johns
,,Cowley Field,Other public-use airports (not listed in NPIAS),,Michigan,Sandusky
,KANJ,Sault Ste. Marie Municipal Airport (Sanderson Field),Other public-use airports (not listed in NPIAS),,Michigan,Sault Ste. Marie
,,Prairie Ronde Airport,Other public-use airports (not listed in NPIAS),,Michigan,Schoolcraft
,,Sebewaing Airport (Sebewaing Township Airport),Other public-use airports (not listed in NPIAS),,Michigan,Sebewaing
,,Prickett–Grooms Field,Other public-use airports (not listed in NPIAS),,Michigan,Sidnaw
,,Johnson Field,Other public-use airports (not listed in NPIAS),,Michigan,Smiths Creek
,,Cain Field,Other public-use airports (not listed in NPIAS),,Michigan,Stanwood
,,Hiram Cure Airfield,Other public-use airports (not listed in NPIAS),,Michigan,Sunfield
,,Merillat Airport,Other public-use airports (not listed in NPIAS),,Michigan,Tecumseh
,,Al Meyers Airport (was Meyers-Diver's Airport),Other public-use airports (not listed in NPIAS),,Michigan,Tecumseh
,,Thompsonville Airport,Other public-use airports (not listed in NPIAS),,Michigan,Thompsonville
,,Pbeaaye Airport,Other public-use airports (not listed in NPIAS),,Michigan,Topinabee
,,Lake Ann Airway Estates Airport,Other public-use airports (not listed in NPIAS),,Michigan,Traverse City
,,Watervliet Municipal Airport,Other public-use airports (not listed in NPIAS),,Michigan,Watervliet
,,Calkins Field,Other public-use airports (not listed in NPIAS),,Michigan,Wayland
,,Ojibwa Airpark,Other public-use airports (not listed in NPIAS),,Michigan,Weidman
,,Forest Hill Airport,Other public-use airports (not listed in NPIAS),,Michigan,Westphalia
,,Maidens Airport,Other public-use airports (not listed in NPIAS),,Michigan,Williamston
,,Woodruff Lake Airport,Other public-use airports (not listed in NPIAS),,Michigan,Winn
,,Gavagan Field,Other public-use airports (not listed in NPIAS),,Michigan,Yale
,,Para Field,Other public-use airports (not listed in NPIAS),,Michigan,Yale
,,Yale Airport,Other public-use airports (not listed in NPIAS),,Michigan,Yale
,,Ottawa Executive Airport,Other public-use airports (not listed in NPIAS),,Michigan,Zeeland
MTC,KMTC,Selfridge ANGB,Other military airports,,Michigan,Mount Clemens
,,CGAS Traverse City (at Cherry Capital Airport),Other military airports,,Michigan,Traverse City
,,"Somerville Airport (public use in 2005, FAA: 34I)",Notable private-use airports,,Michigan,Ada
,,"Midway Airport (public use in 2002, FAA: 35G)",Notable private-use airports,,Michigan,Albion
,,"David's Airport (David's Field) (public use in 2007, FAA: 9C2)",Notable private-use airports,,Michigan,Athens
,,Welke Airport,Notable private-use airports,,Michigan,Beaver Island
,,Hoerner's Corners Airport,Notable private-use airports,,Michigan,DeWitt
,,"West Gladstone Airport (public use in 2003, FAA: 9C9)",Notable private-use airports,,Michigan,Gladstone
,,Twin Lakes Airport,Notable private-use airports,,Michigan,Lewiston
,,Archer Memorial Field,Notable private-use airports,,Michigan,St. Johns
,,"Randolph's Landing Area (Randolph's Airport) (public use in 2008, FAA: 61G)",Notable private-use airports,,Michigan,St. Johns
,,Traverse Area Model Pilots Society (TRAMPS) Aerodrome,Notable private-use airports,,Michigan,Traverse City
,,"Vassar Field (former public use, FAA: 4P4)",Notable private-use airports,,Michigan,Vassar
,,Northwoods Airport,Notable private-use airports,,Michigan,Watersmeet
,,Acme Skyport (closed 1995?)[1],Notable former airports,,Michigan,Acme
,,Tackaberry Airport (closed 2010?) [1],Notable former airports,,Michigan,Avoca
,,Baraga Airport,Notable former airports,,Michigan,Baraga
,,Mayes Airport (closed 2008?) [2],Notable former airports,,Michigan,Carson City
,,Athelone Williams Memorial Airport,Notable former airports,,Michigan,Davison
,,Ford Airport (closed 1947) [3],Notable former airports,,Michigan,Dearborn
,,Indian Creek Ranch Airport,Notable former airports,,Michigan,Deckerville
,,Davis Airport (closed 2000) [4] [5],Notable former airports,,Michigan,East Lansing
,,"Yuba Airport (closed indefinitely, FAA record still active)",Notable former airports,,Michigan,Elk Rapids
,,Erie Aerodrome (closed 2010?) [6],Notable former airports,,Michigan,Erie
,,Grant Airport,Notable former airports,,Michigan,Grant
,,Carriage Lane Airport (closed 2007?) [7],Notable former airports,,Michigan,Gregory
HLM,KHLM,Park Township Airport,Notable former airports,,Michigan,Holland
,,Austin Lake Airport (closed 2001?) [8],Notable former airports,,Michigan,Kalamazoo
,KMQT,Marquette County Airport (closed 1999) [9],Notable former airports,,Michigan,Marquette
,,Craft's Field [10],Notable former airports,,Michigan,Mason
,,Bean Blossom Airport (closed 2008?) [11],Notable former airports,,Michigan,New Lothrop
,,Leo E. Goetz County Airport (closed permanently ~2015-2018),Notable former airports,,Michigan,Onaway
,,"Loar's Field (public use in 2006, FAA: 83G)",Notable former airports,,Michigan,Onsted
,,Gradolph Field,Notable former airports,,Michigan,Petersburg
,,"Bonnie Field (public use in 2008, FAA: 6Y4)",Notable former airports,,Michigan,Rock
,,Double JJ Resort Ranch Airport (closed 2008?) [12],Notable former airports,,Michigan,Rothbury
,,Standish Industrial Airport (closed 2006?) [13],Notable former airports,,Michigan,Standish
,,Sugar Loaf Resort Airport (Wallace G. Fryer Airfield),Notable former airports,,Michigan,Traverse City
,,Traverse City Ransom Field (closed 1969)[2],Notable former airports,,Michigan,Traverse City
BJI,KBJI,Bemidji Regional Airport,Commercial service – primary airports,P-N,Minnesota,Bemidji
BRD,KBRD,Brainerd Lakes Regional Airport,Commercial service – primary airports,P-N,Minnesota,Brainerd
DLH,KDLH,Duluth International Airport,Commercial service – primary airports,P-N,Minnesota,Duluth
HIB,KHIB,Range Regional Airport (formerly Chisholm–Hibbing Municipal Airport),Commercial service – primary airports,P-N,Minnesota,Hibbing
MSP,KMSP,Minneapolis–Saint Paul International Airport (Wold-Chamberlain Field),Commercial service – primary airports,P-L,Minnesota,Minneapolis–Saint Paul
RST,KRST,Rochester International Airport,Commercial service – primary airports,P-N,Minnesota,Rochester
STC,KSTC,St. Cloud Regional Airport,Commercial service – primary airports,P-N,Minnesota,St. Cloud
INL,KINL,Falls International Airport (Einarson Field),Commercial service – nonprimary airports,CS,Minnesota,International Falls
TVF,KTVF,Thief River Falls Regional Airport,Commercial service – nonprimary airports,CS,Minnesota,Thief River Falls
,KANE,Anoka County–Blaine Airport (Janes Field),Reliever airports,R,Minnesota,Minneapolis / Blaine
MIC,KMIC,Crystal Airport,Reliever airports,R,Minnesota,Minneapolis / Crystal
FCM,KFCM,Flying Cloud Airport,Reliever airports,R,Minnesota,Minneapolis / Eden Prairie
,KLVN,Airlake Airport,Reliever airports,R,Minnesota,Minneapolis / Lakeville
STP,KSTP,St. Paul Downtown Airport (Holman Field),Reliever airports,R,Minnesota,St. Paul
,,Lake Elmo Airport,Reliever airports,R,Minnesota,St. Paul / Lake Elmo
,KSGS,South St. Paul Municipal Airport (Richard E. Fleming Field),Reliever airports,R,Minnesota,South St. Paul
,KAIT,Aitkin Municipal Airport (Steve Kurtz Field),General aviation airports,GA,Minnesota,Aitkin
AEL,KAEL,Albert Lea Municipal Airport,General aviation airports,GA,Minnesota,Albert Lea
AXN,KAXN,Chandler Field,General aviation airports,GA,Minnesota,Alexandria
AUM,KAUM,Austin Municipal Airport,General aviation airports,GA,Minnesota,Austin
BDE,KBDE,Baudette International Airport,General aviation airports,GA,Minnesota,Baudette
BBB,KBBB,Benson Municipal Airport (Veteran's Field),General aviation airports,GA,Minnesota,Benson
,KSBU,Blue Earth Municipal Airport,General aviation airports,GA,Minnesota,Blue Earth
,KCFE,Buffalo Municipal Airport,General aviation airports,GA,Minnesota,Buffalo
,KCHU,Houston County Airport (Caledonia–Houston County Airport),General aviation airports,GA,Minnesota,Caledonia
,KCBG,Cambridge Municipal Airport,General aviation airports,GA,Minnesota,Cambridge
,KCNB,Myers Field,General aviation airports,GA,Minnesota,Canby
,KCOQ,Cloquet Carlton County Airport,General aviation airports,GA,Minnesota,Cloquet
,KCQM,Cook Municipal Airport,General aviation airports,GA,Minnesota,Cook
CKN,KCKN,Crookston Municipal Airport (Kirkwood Field),General aviation airports,GA,Minnesota,Crookston
DTL,KDTL,Detroit Lakes Airport (Wething Field),General aviation airports,GA,Minnesota,Detroit Lakes
,KTOB,Dodge Center Airport (Dodge Center Municipal),General aviation airports,GA,Minnesota,Dodge Center
,KDYT,Sky Harbor Airport,General aviation airports,GA,Minnesota,Duluth
,,Elbow Lake Municipal – Pride of the Prairie Airport,General aviation airports,GA,Minnesota,Elbow Lake
LYU,KELO,Ely Municipal Airport,General aviation airports,GA,Minnesota,Ely
EVM,KEVM,Eveleth–Virginia Municipal Airport,General aviation airports,GA,Minnesota,Eveleth
FRM,KFRM,Fairmont Municipal Airport,General aviation airports,GA,Minnesota,Fairmont
FBL,KFBL,Faribault Municipal Airport (Liz Wall Strohfus Field),General aviation airports,GA,Minnesota,Faribault
FFM,KFFM,Fergus Falls Municipal Airport (Einar Mickelson Field),General aviation airports,GA,Minnesota,Fergus Falls
,KFSE,Fosston Municipal Airport (Anderson Field),General aviation airports,GA,Minnesota,Fosston
,KGYL,Glencoe Municipal Airport (Vernon Perschau Field),General aviation airports,GA,Minnesota,Glencoe
,KGHW,Glenwood Municipal Airport,General aviation airports,GA,Minnesota,Glenwood
GRM,KCKC,Grand Marais/Cook County Airport,General aviation airports,GA,Minnesota,Grand Marais
GPZ,KGPZ,Grand Rapids/Itasca County Airport (Gordon Newstrom Field),General aviation airports,GA,Minnesota,Grand Rapids
,KHCO,Hallock Municipal Airport,General aviation airports,GA,Minnesota,Hallock
,,Hawley Municipal Airport,General aviation airports,GA,Minnesota,Hawley
,,Hector Municipal Airport,General aviation airports,GA,Minnesota,Hector
,KHCD,Hutchinson Municipal Airport (Butler Field),General aviation airports,GA,Minnesota,Hutchinson
MJQ,KMJQ,Jackson Municipal Airport,General aviation airports,GA,Minnesota,Jackson
,,Le Sueur Municipal Airport,General aviation airports,GA,Minnesota,Le Sueur
,KLJF,Litchfield Municipal Airport,General aviation airports,GA,Minnesota,Litchfield
,KLXL,Little Falls/Morrison County Airport (Lindbergh Field),General aviation airports,GA,Minnesota,Little Falls
,,Todd Field,General aviation airports,GA,Minnesota,Long Prairie
,KXVG,Longville Municipal Airport,General aviation airports,GA,Minnesota,Longville
,KLYV,Quentin Aanenson Field,General aviation airports,GA,Minnesota,Luverne
,KDXX,Lac qui Parle County Airport,General aviation airports,GA,Minnesota,Madison
,,Mahnomen County Airport,General aviation airports,GA,Minnesota,Mahnomen
MKT,KMKT,Mankato Regional Airport,General aviation airports,GA,Minnesota,Mankato
MML,KMML,Southwest Minnesota Regional Marshall Airport (Ryan Field),General aviation airports,GA,Minnesota,Marshall
MVE,KMVE,Montevideo–Chippewa County Airport,General aviation airports,GA,Minnesota,Montevideo
,KJKJ,Moorhead Municipal Airport,General aviation airports,GA,Minnesota,Moorhead
,KMZH,Moose Lake Carlton County Airport,General aviation airports,GA,Minnesota,Moose Lake
,KJMR,Mora Municipal Airport,General aviation airports,GA,Minnesota,Mora
MOX,KMOX,Morris Municipal Airport (Charlie Schmidt Field),General aviation airports,GA,Minnesota,Morris
ULM,KULM,New Ulm Municipal Airport,General aviation airports,GA,Minnesota,New Ulm
,KORB,Orr Regional Airport,General aviation airports,GA,Minnesota,Orr
,KVVV,Ortonville Municipal Airport (Martinson Field),General aviation airports,GA,Minnesota,Ortonville
OWA,KOWA,Owatonna Degner Regional Airport,General aviation airports,GA,Minnesota,Owatonna
PKD,KPKD,Park Rapids Municipal Airport (Konshok Field),General aviation airports,GA,Minnesota,Park Rapids
,KPEX,Paynesville Municipal Airport,General aviation airports,GA,Minnesota,Paynesville
,KPWC,Pine River Regional Airport,General aviation airports,GA,Minnesota,Pine River
,KPQN,Pipestone Municipal Airport,General aviation airports,GA,Minnesota,Pipestone
,KFKA,Fillmore County Airport,General aviation airports,GA,Minnesota,Preston
,KPNM,Princeton Municipal Airport,General aviation airports,GA,Minnesota,Princeton
,KRGK,Red Wing Regional Airport,General aviation airports,GA,Minnesota,Red Wing
RWF,KRWF,Redwood Falls Municipal Airport,General aviation airports,GA,Minnesota,Redwood Falls
ROX,KROX,Roseau Municipal Airport (Rudy Billberg Field),General aviation airports,GA,Minnesota,Roseau
,KROS,Rush City Regional Airport,General aviation airports,GA,Minnesota,Rush City
,,Rushford Municipal Airport (Robert W. Bunke Field),General aviation airports,GA,Minnesota,Rushford
,KJYG,St. James Municipal Airport,General aviation airports,GA,Minnesota,St. James
,,Sauk Centre Municipal Airport,General aviation airports,GA,Minnesota,Sauk Centre
,KBFW,Silver Bay Municipal Airport,General aviation airports,GA,Minnesota,Silver Bay
,,Springfield Municipal Airport,General aviation airports,GA,Minnesota,Springfield
,KSAZ,Staples Municipal Airport,General aviation airports,GA,Minnesota,Staples
,,Tower Municipal Airport,General aviation airports,GA,Minnesota,Tower
,KTKC,Tracy Municipal Airport,General aviation airports,GA,Minnesota,Tracy
,KTWM,Richard B. Helgeson Airport,General aviation airports,GA,Minnesota,Two Harbors
,KADC,Wadena Municipal Airport,General aviation airports,GA,Minnesota,Wadena
,,Walker Municipal Airport,General aviation airports,GA,Minnesota,Walker
RRT,KRRT,Warroad International Memorial Airport (Swede Carlson Field),General aviation airports,GA,Minnesota,Warroad
,KACQ,Waseca Municipal Airport,General aviation airports,GA,Minnesota,Waseca
,KETH,Wheaton Municipal Airport,General aviation airports,GA,Minnesota,Wheaton
,KBDH,Willmar Municipal Airport (John L. Rice Field) (replaced ILL),General aviation airports,GA,Minnesota,Willmar
MWM,KMWM,Windom Municipal Airport,General aviation airports,GA,Minnesota,Windom
ONA,KONA,Winona Municipal Airport (Max Conrad Field),General aviation airports,GA,Minnesota,Winona
